ts,x,y,z,w
1612301610.0320752,0.0,0.0,0.0,0.0
1612301610.082183,0.0,0.0,0.0,0.0
1612301610.13225,0.0,0.0,0.0,0.0
1612301610.182373,0.0,0.0,0.0,0.0
1612301610.2324982,0.0,0.0,0.0,0.0
1612301610.282617,0.0,0.0,0.0,0.0
1612301610.3327134,0.0,0.0,0.0,0.0
1612301610.3828206,0.0,0.0,0.0,0.0
1612301610.432918,0.0,0.0,0.0,0.0
1612301610.4829924,0.0,0.0,0.0,0.0
1612301610.5331113,0.0,0.0,0.0,0.0
1612301610.5832329,0.0,0.0,0.0,0.0
1612301610.6333575,0.0,0.0,0.0,0.0
