ts,x,y,z,qx,qy,qz,qw
1655922020.011177,-2.007080316543579,-0.0030489517375826836,0.8933279514312744,0.1503308117389679,0.08769650012254715,0.04599142447113991,0.9836639761924744
1655922020.01121,-2.007063388824463,-0.0030558574944734573,0.8933343887329102,0.1526840776205063,0.08769956976175308,0.045843955129384995,0.9833080768585205
1655922020.0112169,-2.007051467895508,-0.003032466396689415,0.893388569355011,0.151977077126503,0.08913671225309372,0.044364456087350845,0.983356237411499
1655922020.021245,-2.0070552825927734,-0.0030606016516685486,0.8933368921279907,0.1513233631849289,0.08758646249771118,0.045814380049705505,0.9835298657417297
1655922020.0212653,-2.0070548057556152,-0.0030620768666267395,0.8933655619621277,0.15217052400112152,0.08740285038948059,0.045825373381376266,0.983414888381958
1655922020.031243,-2.007056951522827,-0.00305264163762331,0.8933475017547607,0.1519579440355301,0.0875835046172142,0.046091414988040924,0.9834193587303162
1655922020.0312684,-2.0070769786834717,-0.0030690105631947517,0.8933502435684204,0.15168848633766174,0.08769914507865906,0.045896563678979874,0.9834597110748291
1655922020.0412543,-2.0070526599884033,-0.003063351847231388,0.8933591842651367,0.15199384093284607,0.08758684247732162,0.0456477627158165,0.9834342002868652
1655922020.0412772,-2.0073482990264893,-0.0028611235320568085,0.8934796452522278,0.11831792443990707,0.09517394751310349,0.03782469406723976,0.987680196762085
1655922020.0512543,-2.0069332122802734,-0.0028589386492967606,0.8935588598251343,0.14947564899921417,0.09023766219615936,0.04335975646972656,0.9836839437484741
1655922020.0512798,-2.00708270072937,-0.0030510108917951584,0.8933429718017578,0.15072917938232422,0.08766352385282516,0.045978251844644547,0.9836065173149109
1655922020.0612633,-2.007061243057251,-0.003048437647521496,0.8933513760566711,0.15255863964557648,0.08780487626791,0.04637551307678223,0.9832931756973267
1655922020.061284,-2.007352113723755,-0.002880660817027092,0.8934966921806335,0.11834781616926193,0.09519843757152557,0.03776482865214348,0.9876765608787537
1655922020.0712416,-2.0070126056671143,-0.0029980838298797607,0.8933975696563721,0.15075628459453583,0.08817703276872635,0.0450897291302681,0.9835975766181946
1655922020.0712643,-2.007361650466919,-0.002875007688999176,0.8934939503669739,0.11779316514730453,0.09498436003923416,0.03759646788239479,0.9877699017524719
1655922020.0812604,-2.0069353580474854,-0.0028671761974692345,0.8935505151748657,0.14912714064121246,0.0902329683303833,0.04322560876607895,0.9837431907653809
1655922020.0812833,-2.0070807933807373,-0.003071775659918785,0.8933185935020447,0.15202495455741882,0.08743665367364883,0.046264082193374634,0.9834139347076416
1655922020.0912623,-2.007049560546875,-0.0030544698238372803,0.8933458924293518,0.15344250202178955,0.08793404698371887,0.04615972563624382,0.9831542372703552
1655922020.0912893,-2.0070676803588867,-0.003055490553379059,0.8933427929878235,0.1515032798051834,0.08780144155025482,0.04607429355382919,0.9834707975387573
1655922020.10124,-2.0071582794189453,-0.0031387899070978165,0.8932772278785706,0.15101510286331177,0.0874464362859726,0.04652964696288109,0.9835560917854309
1655922020.1012626,-2.007058620452881,-0.003051791340112686,0.8933218717575073,0.15187960863113403,0.08777086436748505,0.04588257148861885,0.9834244847297668
1655922020.1112254,-2.007078170776367,-0.003061136230826378,0.8933439254760742,0.15179045498371124,0.08751481026411057,0.04583098739385605,0.98346346616745
1655922020.1112478,-2.0073463916778564,-0.002870948053896427,0.8934998512268066,0.1196490228176117,0.0952758640050888,0.03784907981753349,0.9875090718269348
1655922020.1212032,-2.007058620452881,-0.0030640792101621628,0.893359363079071,0.1518801897764206,0.08779685944318771,0.04565072059631348,0.9834328889846802
1655922020.121228,-2.0070669651031494,-0.0030667325481772423,0.893347442150116,0.15145641565322876,0.08781890571117401,0.045953087508678436,0.9834821224212646
1655922020.1313813,-2.0079307556152344,-0.0036033382639288902,0.8929360508918762,0.1557643562555313,0.07938915491104126,0.05461752042174339,0.9830828309059143
1655922020.131415,-2.0069804191589355,-0.0029246853664517403,0.8934820890426636,0.15027737617492676,0.08967254310846329,0.044553499668836594,0.9835601449012756
1655922020.1412551,-2.0070648193359375,-0.0030499445274472237,0.8933514356613159,0.1520143449306488,0.08777235448360443,0.04623314365744591,0.9833871126174927
1655922020.1412795,-2.00707745552063,-0.0030585061758756638,0.8933508992195129,0.1521988809108734,0.0876198410987854,0.046166032552719116,0.9833753705024719
1655922020.1512358,-2.0070505142211914,-0.002979310229420662,0.8934008479118347,0.150430366396904,0.08961433917284012,0.044508498162031174,0.9835441708564758
1655922020.1512604,-2.0070810317993164,-0.0030618924647569656,0.8933335542678833,0.15159441530704498,0.08782248198986053,0.04609495401382446,0.9834539294242859
1655922020.1612425,-2.0070817470550537,-0.0030527617782354355,0.8933345079421997,0.15118327736854553,0.08761193603277206,0.04604591801762581,0.9835383296012878
1655922020.1612551,-2.007124662399292,-0.003094509243965149,0.8933025598526001,0.15178059041500092,0.08736386895179749,0.04640037566423416,0.983451783657074
1655922020.1712513,-2.0070948600769043,-0.0030951853841543198,0.8933436870574951,0.154144749045372,0.0870460495352745,0.04656841605901718,0.9831042289733887
1655922020.1712825,-2.0070343017578125,-0.0030010202899575233,0.8934497833251953,0.15163618326187134,0.0894489511847496,0.04438316449522972,0.9833797216415405
1655922020.1811786,-2.007086753845215,-0.003087436780333519,0.8933393359184265,0.15277443826198578,0.08755218237638474,0.04596380516886711,0.98330157995224
1655922020.1811938,-2.006948709487915,-0.0030189743265509605,0.8933130502700806,0.15356644988059998,0.0889129713177681,0.046136002987623215,0.9830479621887207
1655922020.1812215,-2.007352113723755,-0.002872171811759472,0.8934949636459351,0.11839223653078079,0.09540793299674988,0.03795439377427101,0.9876437783241272
1655922020.1812272,-2.00706148147583,-0.0030599376186728477,0.8933537006378174,0.15147672593593597,0.08764521777629852,0.04604710638523102,0.9834901094436646
1655922020.1912446,-2.0070877075195312,-0.00307331420481205,0.8933395147323608,0.15183985233306885,0.08725063502788544,0.04633335396647453,0.9834558367729187
1655922020.191263,-2.007054567337036,-0.003041611984372139,0.8933664560317993,0.15216413140296936,0.08750501275062561,0.04585377126932144,0.9834054708480835
1655922020.2012494,-2.0069100856781006,-0.002827824093401432,0.8936024904251099,0.14961327612400055,0.09078922867774963,0.04266621544957161,0.983642578125
1655922020.201277,-2.0070595741271973,-0.0030680615454912186,0.8933557271957397,0.15200874209403992,0.0875604897737503,0.046148885041475296,0.9834108352661133
1655922020.211212,-2.0070576667785645,-0.003073648549616337,0.8933743834495544,0.15410059690475464,0.08736549317836761,0.04624004289507866,0.9830982685089111
1655922020.211233,-2.0073602199554443,-0.0028672069311141968,0.8935016989707947,0.11825788021087646,0.09513449668884277,0.03766099363565445,0.987697422504425
1655922020.361248,-2.0074799060821533,-0.0036149490624666214,0.8934422135353088,0.15849381685256958,0.08534357696771622,0.0430191271007061,0.9827235341072083
1655922020.3612657,-2.006948709487915,-0.003315206617116928,0.8934248089790344,0.15707612037658691,0.09148219972848892,0.0416310653090477,0.9824587106704712
1655922020.3712373,-2.0070149898529053,-0.003323923796415329,0.8934776782989502,0.1568206399679184,0.090410016477108,0.04171277582645416,0.9825952649116516
1655922020.3712547,-2.007225751876831,-0.003082599490880966,0.8935820460319519,0.12181327491998672,0.09934990108013153,0.0332186184823513,0.9870095252990723
1655922020.3811834,-2.007014751434326,-0.003352637402713299,0.8933478593826294,0.1576840877532959,0.0905160903930664,0.04252619296312332,0.9824123978614807
1655922020.3812003,-2.0069878101348877,-0.003284495323896408,0.8934897184371948,0.15658387541770935,0.09067990630865097,0.04090384766459465,0.9826421141624451
1655922020.3812535,-2.0068016052246094,-0.0031059570610523224,0.8936291337013245,0.15484310686588287,0.09387814253568649,0.0388801135122776,0.9826997518539429
1655922020.391275,-2.0074820518493652,-0.003569522872567177,0.8934510946273804,0.15907928347587585,0.08526507019996643,0.042659204453229904,0.9826514720916748
1655922020.3912954,-2.0074899196624756,-0.0035518230870366096,0.8934327363967896,0.15851551294326782,0.08525045961141586,0.04304651543498039,0.9827269911766052
1655922020.4012382,-2.00691819190979,-0.0032116109505295753,0.8934796452522278,0.15808133780956268,0.09181153774261475,0.0407111756503582,0.9823052883148193
1655922020.5512772,-2.0050971508026123,-0.0027308911085128784,0.9003689885139465,0.15679198503494263,0.09134702384471893,0.03728723153471947,0.9826910495758057
1655922020.6012561,-2.0036189556121826,-0.00259360671043396,0.910590648651123,0.14131399989128113,0.08695953339338303,0.0379813052713871,0.9854063987731934
1655922020.6412091,-2.0021564960479736,-0.0029794657602906227,0.9239957332611084,0.15810921788215637,0.08707670867443085,0.04083053767681122,0.9827268719673157
