ts,x,y,z,w
1655922022.042273,1.0,-0.11283041536808014,-0.5283272862434387,0.0
1655922022.0923152,0.19058039784431458,0.006462567485868931,-0.0669827088713646,0.0
1655922022.1423502,0.19084107875823975,-0.004486002027988434,-0.06097513809800148,0.0
1655922022.1924012,0.17779165506362915,0.01894082874059677,-0.08967430144548416,0.0
1655922022.2424884,0.185028076171875,0.002233677776530385,-0.07190119475126266,0.0
1655922022.2925885,0.18540066480636597,0.004957001656293869,-0.06780742108821869,0.0
1655922022.3430824,0.18620671331882477,0.005953642074018717,-0.062296655029058456,0.0
1655922022.3927941,0.18548031151294708,0.008844122290611267,-0.060601212084293365,0.0
1655922022.442869,0.1840798258781433,0.008842895738780499,-0.06151191145181656,0.0
1655922022.4929283,0.18503445386886597,0.002724503632634878,-0.055939093232154846,0.0
1655922022.5430608,0.1833038479089737,0.012379607185721397,-0.060821108520030975,0.0
1655922022.5931275,0.1827986240386963,0.01286762859672308,-0.05927605926990509,0.0
1655922022.6432385,0.18220926821231842,0.012578312307596207,-0.05854746326804161,0.0
1655922022.6933346,0.18062570691108704,0.015477664768695831,-0.06068814545869827,0.0
1655922022.7434435,0.1803540289402008,0.015817955136299133,-0.05989114195108414,0.0
1655922022.7935367,0.1804974526166916,0.016970153898000717,-0.057674046605825424,0.0
1655922022.8436368,0.17920251190662384,0.017484150826931,-0.05957699567079544,0.0
1655922022.8937035,0.17774976789951324,0.02285461686551571,-0.060232240706682205,0.0
1655922022.9438055,0.17647817730903625,0.024202365428209305,-0.061854686588048935,0.0
1655922022.9938653,0.17568106949329376,0.025608515366911888,-0.06194416433572769,0.0
1655922023.0439682,0.17582152783870697,0.02394876815378666,-0.05981183797121048,0.0
1655922023.0940523,0.1740049421787262,0.028638867661356926,-0.0632617324590683,0.0
1655922023.1442766,0.17319200932979584,0.03025306575000286,-0.06278399378061295,0.0
1655922023.1941955,0.17235295474529266,0.03150007873773575,-0.0629076287150383,0.0
1655922023.2442493,0.17212580144405365,0.03209608048200607,-0.06139875575900078,0.0
1655922023.29437,0.17153345048427582,0.03388809412717819,-0.061937060207128525,0.0
1655922023.3444827,0.16976916790008545,0.03569286689162254,-0.06335863471031189,0.0
